Ticker,Company,CIK,Sector,CatalystType,CatalystDate,CatalystPrimaryLink,CatalystEvidencePrimaryLinks,CatalystEvidenceSecondaryLinks,HasDilutionFlag,DilutionForms,DilutionLinks,DilutionNotes,RunwayCash,RunwayQuarterlyBurn,RunwayQuarters,RunwayNotes,LatestForm,FiledAt,FilingURL,FilingsSummary,FilingURLsAll,FDA_EventType,FDA_Date,FDA_URL,FDA_URLsAll,FDA_Summary
ABEO,Abeona Therapeutics Inc.,0000318306,Healthcare,Corporate event / guidance / financing,2025-08-14,https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225023715/ex99-1.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225023715/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225023716/form10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225020227/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225017460/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225011452/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225010516/form10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225010514/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225009564/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225006584/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225006548/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225003411/formdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315225010981/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315225010978/form10-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315225001051/forms-8.htm; https://www.sec.gov/Archives/edgar/data/318306/000149315224051060/0001493152-24-051060.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315224045338/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315224044862/formdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315224042775/ex99-1.htm,,TRUE,S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000149315225001051/forms-8.htm,Recent dilution-related filings: S-8,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-08-14,https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225023715/ex99-1.htm,"2025-08-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/318306/000164117225023716/form10-q.htm | nan
MOV,"Movado Group, Inc.",0000072573,Consumer Cyclical,Corporate event / guidance / financing,2025-08-28,https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225002299/eh250672037_ex9901.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225002299/eh250672037_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000119312525190723/mov-20250731.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001659/eh250644960_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025078622/mov-20250430.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001488/eh250634214_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000114036125017601/ny20046107x1_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025054522/mov-20250131.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001084/eh250616699_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001035/eh250615018_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014224002890/eh240564665_ex9901.htm; https://www.sec.gov/Archives/edgar/data/72573/000095014224002790/0000950142-24-002790.txt; https://www.sec.gov/Archives/edgar/data/72573/000095014224002514/0000950142-24-002514.txt,,FALSE,,,,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-08-28,https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225002299/eh250672037_ex9901.htm,"2025-08-28 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000119312525190723/mov-20250731.htm | nan
2025-08-28 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225002299/eh250672037_ex9901.htm | nan
2025-06-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001659/eh250644960_8k.htm | nan
2025-05-29 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025078622/mov-20250430.htm | nan
2025-05-29 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001488/eh250634214_ex9901.htm | nan
2025-05-07 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000114036125017601/ny20046107x1_def14a.htm | nan
2025-04-16 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025054522/mov-20250131.htm | nan
2025-04-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001084/eh250616699_ex9901.htm | nan
2025-04-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001035/eh250615018_8k.htm | nan
2024-12-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014224002890/eh240564665_ex9901.htm | nan
2024-11-15 | 8-K | https://www.sec.gov/Archives/edgar/data/72573/000095014224002790/0000950142-24-002790.txt | nan
2024-10-03 | 8-K | https://www.sec.gov/Archives/edgar/data/72573/000095014224002514/0000950142-24-002514.txt | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000119312525190723/mov-20250731.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225002299/eh250672037_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001659/eh250644960_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025078622/mov-20250430.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001488/eh250634214_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000114036125017601/ny20046107x1_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095017025054522/mov-20250131.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001084/eh250616699_ex9901.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014225001035/eh250615018_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/72573/000095014224002890/eh240564665_ex9901.htm; https://www.sec.gov/Archives/edgar/data/72573/000095014224002790/0000950142-24-002790.txt; https://www.sec.gov/Archives/edgar/data/72573/000095014224002514/0000950142-24-002514.txt,,,,,
MPAA,"Motorcar Parts of America, Inc.",0000918251,Consumer Cyclical,Corporate event / guidance / financing,2025-09-11,https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125034598/ef20055449_8k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125034598/ef20055449_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030212/ef20050517_10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030003/ef20053330_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125027660/ny20049045x1_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125022376/ef20050594_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021940/ef20046978_10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021867/ef20050110_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125003643/ef20042936_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036124046233/ef20038385_s8.htm,,TRUE,S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036124046233/ef20038385_s8.htm,Recent dilution-related filings: S-8,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-09-11,https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125034598/ef20055449_8k.htm,"2025-09-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125034598/ef20055449_8k.htm | nan
2025-08-11 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030212/ef20050517_10q.htm | nan
2025-08-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030003/ef20053330_ex99-1.htm | nan
2025-07-29 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125027660/ny20049045x1_def14a.htm | nan
2025-06-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125022376/ef20050594_ex99-1.htm | nan
2025-06-09 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021940/ef20046978_10k.htm | nan
2025-06-09 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021867/ef20050110_ex99-1.htm | nan
2025-02-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125003643/ef20042936_ex99-1.htm | nan
2024-11-12 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036124046233/ef20038385_s8.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125034598/ef20055449_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030212/ef20050517_10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125030003/ef20053330_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125027660/ny20049045x1_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125022376/ef20050594_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021940/ef20046978_10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125021867/ef20050110_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036125003643/ef20042936_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/918251/000114036124046233/ef20038385_s8.htm,,,,,
MRAM,"Everspin Technologies, Inc.",0001438423,Technology,Corporate event / guidance / financing,2025-08-06,https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010516/mram-20250630xex99d1.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010516/mram-20250630xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010568/mram-20250630x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925052962/tm2516095d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025005987/mram-20250430xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025004550/mram-20250522xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001833/tmb-20250227xs8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001827/mram-20241231x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001599/mram-20250226xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925002026/tm251884d1_ex10-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837024013941/mram-20241030xex99d1.htm,,TRUE,S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001833/tmb-20250227xs8.htm,Recent dilution-related filings: S-8,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-08-06,https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010516/mram-20250630xex99d1.htm,"2025-08-06 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010568/mram-20250630x10q.htm | nan
2025-08-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010516/mram-20250630xex99d1.htm | nan
2025-05-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925052962/tm2516095d1_8k.htm | nan
2025-04-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025005987/mram-20250430xex99d1.htm | nan
2025-04-07 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025004550/mram-20250522xdef14a.htm | nan
2025-02-27 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001833/tmb-20250227xs8.htm | nan
2025-02-27 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001827/mram-20241231x10k.htm | nan
2025-02-26 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001599/mram-20250226xex99d1.htm | nan
2025-01-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925002026/tm251884d1_ex10-1.htm | nan
2024-10-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837024013941/mram-20241030xex99d1.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010568/mram-20250630x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025010516/mram-20250630xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925052962/tm2516095d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025005987/mram-20250430xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025004550/mram-20250522xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001833/tmb-20250227xs8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001827/mram-20241231x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837025001599/mram-20250226xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000110465925002026/tm251884d1_ex10-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1438423/000155837024013941/mram-20241030xex99d1.htm,,,,,
MRBK,Meridian Corporation,0001750735,Financial Services,Corporate event / guidance / financing,2025-10-23,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000073/q32025-earningsreleasexex9.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000073/q32025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000067/mrbk-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000062/earningssupplement_q2202.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000058/q22025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000047/mrbk-20250522.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000039/mrbk-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000033/earningssupplement-ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000030/q12025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000017/mrbk-20250404.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000011/mrbk-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015733/tm256723d2_ex5-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015731/tm256723-1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000003/q42024-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000068/earningssupplement-ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000065/q32024-earningsreleasexex9.htm,,TRUE,424B5,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015731/tm256723-1_424b5.htm,Recent dilution-related filings: 424B5,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-10-23,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000073/q32025-earningsreleasexex9.htm,"2025-10-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000073/q32025-earningsreleasexex9.htm | nan
2025-08-08 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000067/mrbk-20250630.htm | nan
2025-07-28 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000062/earningssupplement_q2202.htm | nan
2025-07-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000058/q22025-earningsreleasexex9.htm | nan
2025-05-22 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000047/mrbk-20250522.htm | nan
2025-05-09 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000039/mrbk-20250331.htm | nan
2025-04-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000033/earningssupplement-ex991.htm | nan
2025-04-25 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000030/q12025-earningsreleasexex9.htm | nan
2025-04-04 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000017/mrbk-20250404.htm | nan
2025-03-17 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000011/mrbk-20241231.htm | nan
2025-02-20 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015733/tm256723d2_ex5-1.htm | nan
2025-02-20 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015731/tm256723-1_424b5.htm | nan
2025-01-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000003/q42024-earningsreleasexex9.htm | nan
2024-10-31 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000068/earningssupplement-ex991.htm | nan
2024-10-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000065/q32024-earningsreleasexex9.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000073/q32025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000067/mrbk-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000062/earningssupplement_q2202.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000058/q22025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000047/mrbk-20250522.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000039/mrbk-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000033/earningssupplement-ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000030/q12025-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000017/mrbk-20250404.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000011/mrbk-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015733/tm256723d2_ex5-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000110465925015731/tm256723-1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073525000003/q42024-earningsreleasexex9.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000068/earningssupplement-ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1750735/000175073524000065/q32024-earningsreleasexex9.htm,,,,,
MRCC,Monroe Capital Corporation,0001512931,Financial Services,Corporate event / guidance / financing,2025-10-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000067/mrcc-20251030.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000067/mrcc-20251030.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000064/mrcc-20250910.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000060/mrcc-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000055/mrcc-ex991xq2earningsrelea.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000110465925075721/tm2522963d1_ex2-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000051/mrcc-20250808.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000110465925075224/tm2522884d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000049/mrcc-20250617.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000043/mrcc-20250603.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000041/mrcc-q22025dividendannounc.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000039/mrcc-20250507xex991xq1earn.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000027/mrccdef14a-4212025.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000024/mrcc-20250418.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000019/ex991-monroecapitalxwendel.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000016/mrcc-20250303xex991xq4earn.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000013/mrcc-20241231.htm; https://www.sec.gov/Archives/edgar/data/1512931/000151293125000008/0001512931-25-000008.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000004/exhibit991mrcc-12x31x24ear.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000106/mrccproxydef14a2024special.htm; https://www.sec.gov/Archives/edgar/data/1512931/000151293124000098/0001512931-24-000098.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000095/mrcc-q42024dividendannounc.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000092/mrcc-20241112xex991xq3earn.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000085/exhibit991-monroecapitalwe.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000083/exhibit991mrcc-9x30x24earn.htm,,FALSE,,,,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-10-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000067/mrcc-20251030.htm,"2025-10-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000067/mrcc-20251030.htm | nan
2025-09-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000064/mrcc-20250910.htm | nan
2025-08-11 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000060/mrcc-20250630.htm | nan
2025-08-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000055/mrcc-ex991xq2earningsrelea.htm | nan
2025-08-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000110465925075721/tm2522963d1_ex2-1.htm | nan
2025-08-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000051/mrcc-20250808.htm | nan
2025-08-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000110465925075224/tm2522884d1_8k.htm | nan
2025-06-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000049/mrcc-20250617.htm | nan
2025-06-09 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000043/mrcc-20250603.htm | nan
2025-06-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000041/mrcc-q22025dividendannounc.htm | nan
2025-05-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000039/mrcc-20250507xex991xq1earn.htm | nan
2025-04-21 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000027/mrccdef14a-4212025.htm | nan
2025-04-18 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000024/mrcc-20250418.htm | nan
2025-03-31 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000019/ex991-monroecapitalxwendel.htm | nan
2025-03-03 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000016/mrcc-20250303xex991xq4earn.htm | nan
2025-02-28 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000013/mrcc-20241231.htm | nan
2025-02-25 | 8-K | https://www.sec.gov/Archives/edgar/data/1512931/000151293125000008/0001512931-25-000008.txt | nan
2025-02-21 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293125000004/exhibit991mrcc-12x31x24ear.htm | nan
2024-12-27 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000106/mrccproxydef14a2024special.htm | nan
2024-12-10 | 8-K | https://www.sec.gov/Archives/edgar/data/1512931/000151293124000098/0001512931-24-000098.txt | nan
2024-12-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000095/mrcc-q42024dividendannounc.htm | nan
2024-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000092/mrcc-20241112xex991xq3earn.htm | nan
2024-10-22 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1512931/000151293124000085/exhibit991-monroecapitalwe.htm | nan
