Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
RNXT,"RenovoRx, Inc.",Healthcare,0001574094,1.14,38111719.0,416062.15,8-K,2025-08-14,83,Earnings / financial update,2025-08-14 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225024147/ex99-1.htm,Pass,8-K,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225024147/ex99-1.htm,4.333627,4.33,12314000.0,12314000.0,2841500.0,2841500.0,interim,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225024020/form10-q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1574094/000164117225024020/form10-q.htm,390.0,3-6q,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225024020/form10-q.htm,Pass,True,2025-06-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225016887/forms-8.htm,Pass (Offering),S-8; 424B5,,S-8,2025-06-27,131,https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225016887/forms-8.htm,2025-06-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225016887/forms-8.htm; 2025-02-10 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000149315225005557/form424b5.htm; 2025-02-06 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000149315225005201/form424b5.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225007884/formdef14a.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225007884/formdef14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225007884/formdef14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1574094/000164117225007884/formdef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
RPTX,Repare Therapeutics Inc.,Healthcare,0001808158,1.71,76896918.0,190447.35,8-K,2025-10-22,14,Corporate event / guidance / financing,2025-10-22 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525246226/rptx-20251022.htm,Pass,8-K,2025-10-22,14,https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525246226/rptx-20251022.htm,2.975525,2.98,67656000.0,67656000.0,22737500.0,22737500.0,interim,2025-08-08 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000095017025105468/rptx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1808158/000095017025105468/rptx-20250630.htm,268.0,1-3q,10-Q,2025-08-08,89,https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000095017025105468/rptx-20250630.htm,Pass,True,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525044105/d889324ds8.htm,Pass (Offering),S-8; 424B5,,S-8,2025-03-03,247,https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525044105/d889324ds8.htm,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525044105/d889324ds8.htm; 2024-11-07 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312524252708/d876038d424b5.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525103764/d48753ddef14a.htm,Pass,DEF 14A,2025-04-29,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525103764/d48753ddef14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525103764/d48753ddef14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1808158/000119312525103764/d48753ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Cyclical,0001171759,6.15,85232327.0,217660.9,8-K,2025-10-03,33,Corporate event / guidance / financing,2025-10-03 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000095014225002682/eh250686446_8k.htm,Pass,8-K,2025-10-03,33,https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000095014225002682/eh250686446_8k.htm,,,24370000.0,24370000.0,0.0,0.0,,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000117175925000028/rrgb-20250713.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1171759/000117175925000028/rrgb-20250713.htm,,,,,,,Missing,True,2024-12-23 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000095014224002988/eh240571284_s3.htm,Pass (Offering),S-3,,S-3,2024-12-23,317,https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000095014224002988/eh240571284_s3.htm,2024-12-23 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000095014224002988/eh240571284_s3.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000110465925038610/tm252334-4_def14a.htm,Pass,DEF 14A,2025-04-24,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000110465925038610/tm252334-4_def14a.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000110465925038610/tm252334-4_def14a.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1171759/000110465925038610/tm252334-4_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
RSSS,"Research Solutions, Inc.",Technology,0001386301,3.16,99121785.0,59492.25,DEF 14A,2025-09-24,42,Earnings/Financial update,2025-09-19 10-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925091644/rsss-20250630x10k.htm,Pass,10-K,2025-09-19,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925091644/rsss-20250630x10k.htm,,,9852007.0,9852007.0,0.0,0.0,,2025-05-09 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000155837025007165/rsss-20250331x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1386301/000155837025007165/rsss-20250331x10q.htm,,,,,,,Missing,True,2025-02-25 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925016714/tm256204d4_s3a.htm,Pass (Offering),S-3/A; S-3,,S-3/A,2025-02-25,253,https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925016714/tm256204d4_s3a.htm,2025-02-25 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925016714/tm256204d4_s3a.htm; 2025-02-11 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925011555/tm256204d1_s3.htm; 2024-12-31 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465924132901/tm2432169d1_s3a.htm,2025-09-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925092928/tm2526818d1_def14a.htm,Pass,DEF 14A,2025-09-24,42,https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925092928/tm2526818d1_def14a.htm,2025-09-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925092928/tm2526818d1_def14a.htm; 2024-10-09 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465924107326/tm2425261d1_def14a.htm,2025-09-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1386301/000110465925092928/tm2526818d1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
SATL,Satellogic Inc.,Technology,0001874315,3.6,178655193.0,7301299.4,DEF 14A,2025-10-21,15,TBD,2025-10-17 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031280/satl20251016_8k.htm,Pass,8-K,2025-10-17,19,https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031280/satl20251016_8k.htm,7.186452,7.19,32569000.0,32569000.0,4532000.0,4532000.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000187431525000014/satl-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1874315/000187431525000014/satl-20250630.htm,647.0,6-12q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000187431525000014/satl-20250630.htm,Pass,True,2025-10-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031167/satl20251016_424b5.htm,Pass (Offering),424B5; S-8 POS; 424B3,,424B5,2025-10-16,20,https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031167/satl20251016_424b5.htm,2025-10-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031167/satl20251016_424b5.htm; 2025-10-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031109/satl20251015_424b5.htm; 2025-10-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031060/satl20251014_424b5.htm; 2025-04-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925012003/satl20250331_424b5.htm; 2025-04-10 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925011569/satl20250409_424b5.htm; 2025-03-26 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925009394/satl20250319c_s8pos.htm; 2025-03-26 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925009392/satl20250319_s8pos.htm; 2025-03-25 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925009180/satl20250323_424b3.htm; 2025-02-13 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925003635/satl20250212_424b5.htm; 2024-12-20 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774924038163/satl20241217_424b5.htm,2025-10-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031429/satl20251020_def14a.htm,Pass,DEF 14A,2025-10-21,15,https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031429/satl20251020_def14a.htm,2025-10-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031429/satl20251020_def14a.htm; 2025-03-26 8-A12B https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925009268/satl20250321_8a12b.htm,2025-10-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1874315/000143774925031429/satl20251020_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SCM,Stellus Capital Investment Corporation,Financial Services,0001551901,15.02,333605578.0,206516.8,8-K,2025-09-26,40,Corporate event / guidance / financing,2025-09-26 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925093911/tm2526928d1_8k.htm,Pass,8-K,2025-09-26,40,https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925093911/tm2526928d1_8k.htm,6.03392,6.03,39991690.0,39991690.0,6627812.0,6627812.0,interim,2025-08-06 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000155837025010509/scm-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1551901/000155837025010509/scm-20250630x10q.htm,543.0,6-12q,10-Q,2025-08-06,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000155837025010509/scm-20250630x10q.htm,Pass,True,2025-09-23 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925092346/scm-20250909x424b2.htm,Pass (Offering),424B2,,424B2,2025-09-23,43,https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925092346/scm-20250909x424b2.htm,2025-09-23 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925092346/scm-20250909x424b2.htm; 2025-09-22 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925091944/scm-20250909x424b2.htm; 2025-09-09 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000141057825001937/scm-20250909x424b2.htm; 2025-03-26 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925028060/scm-20250325xn2.htm; 2025-03-25 424B2 https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925027679/scm-20250325x424b2.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925036885/tm252504-1_def14a.htm,Pass,DEF 14A,2025-04-21,198,https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925036885/tm252504-1_def14a.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925036885/tm252504-1_def14a.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1551901/000110465925036885/tm252504-1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SENS,"Senseonics Holdings, Inc.",Healthcare,0001616543,8.87,269039923.0,531805.6,8-K,2025-10-16,20,Corporate event / guidance / financing,2025-10-16 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925100097/tm2528782d1_8k.htm,Pass,8-K,2025-10-16,20,https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925100097/tm2528782d1_8k.htm,2.486922,2.49,31518000.0,31518000.0,12673500.0,12673500.0,interim,2025-08-06 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000155837025010510/sens-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1616543/000155837025010510/sens-20250630x10q.htm,224.0,1-3q,10-Q,2025-08-06,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000155837025010510/sens-20250630x10q.htm,Pass,True,2025-08-18 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079839/tm2522380-4_424b3.htm,Pass (Offering),424B3; S-8; S-3; 424B5,,424B3,2025-08-18,79,https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079839/tm2522380-4_424b3.htm,2025-08-18 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079839/tm2522380-4_424b3.htm; 2025-08-06 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925074746/tm2522556d1_s8.htm; 2025-08-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925074737/tm2522380-1_s3.htm; 2025-05-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925050040/tm2514780-2_424b5.htm; 2025-05-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925049600/tm2514780-1_424b5.htm; 2024-11-27 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465924123681/tm2429561-1_s3.htm; 2024-10-28 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465924111626/tm2423195-1_424b5.htm; 2024-10-25 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465924111240/tm2423195d2_424b5.htm,2025-08-18 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079473/tm2522381-3_def14a.htm,Pass,DEF 14A,2025-08-18,79,https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079473/tm2522381-3_def14a.htm,2025-08-18 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079473/tm2522381-3_def14a.htm; 2025-04-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925033545/tm252364-2_def14a.htm; 2024-11-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465924123891/tm2428672-2_def14a.htm,2025-08-18 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1616543/000110465925079473/tm2522381-3_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SGMT,Sagimet Biosciences Inc.,Healthcare,0001400118,7.03,234368384.0,647480.2,8-K,2025-10-23,13,Corporate event / guidance / financing,2025-10-23 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925101819/tm2529317d1_8k.htm,Pass,8-K,2025-10-23,13,https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925101819/tm2529317d1_8k.htm,3.581419,3.58,42327000.0,42327000.0,11818500.0,11818500.0,interim,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000155837025011301/sgmt-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1400118/000155837025011301/sgmt-20250630x10q.htm,322.0,3-6q,10-Q,2025-08-13,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000155837025011301/sgmt-20250630x10q.htm,Pass,True,2025-08-14 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925078746/tm2523529-1_424b5.htm,Pass (Offering),424B5; S-8,,424B5,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925078746/tm2523529-1_424b5.htm,2025-08-14 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925078746/tm2523529-1_424b5.htm; 2025-03-12 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925022794/tm258742d1_s8.htm; 2025-03-12 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925022790/tm258742d2_s-8.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925042560/tm252596-5_def14a.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925042560/tm252596-5_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925042560/tm252596-5_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1400118/000110465925042560/tm252596-5_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SKIL,Skillsoft Corp.,Consumer Defensive,0001774675,15.03,108999493.0,87062.25,8-K,2025-10-27,9,Corporate event / guidance / financing,2025-10-27 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925031749/skil20251024_8k.htm,Pass,8-K,2025-10-27,9,https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925031749/skil20251024_8k.htm,,,100512000.0,100512000.0,0.0,0.0,,2025-09-09 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925028680/skil20250731_10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1774675/000143774925028680/skil20250731_10q.htm,,,,,,,Missing,True,2025-07-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925023520/skil20250607_s8.htm,Overhang (S-8),S-8,,S-8,2025-07-25,103,https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925023520/skil20250607_s8.htm,2025-07-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925023520/skil20250607_s8.htm; 2025-04-14 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925011914/skil20250409_s8.htm,2025-05-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925018830/skil20250115_def14a.htm,Pass,DEF 14A,2025-05-29,160,https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925018830/skil20250115_def14a.htm,2025-05-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925018830/skil20250115_def14a.htm,2025-05-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1774675/000143774925018830/skil20250115_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
SKYE,"Skye Bioscience, Inc.",Healthcare,0001516551,4.12,45552948.0,667438.05,8-K,2025-10-06,30,Corporate event / guidance / financing,2025-10-06 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000162828025044223/skye-20251006.htm,Pass,8-K,2025-10-06,30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000162828025044223/skye-20251006.htm,2.391997,2.39,23838244.0,23838244.0,9965833.5,9965833.5,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000049/skye-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1516551/000151655125000049/skye-20250630.htm,215.0,1-3q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000049/skye-20250630.htm,Pass,True,2025-03-20 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000030/skye-03202025_sx8evergreen.htm,Overhang (S-8),S-8,,S-8,2025-03-20,230,https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000030/skye-03202025_sx8evergreen.htm,2025-03-20 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000030/skye-03202025_sx8evergreen.htm; 2024-11-07 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655124000112/skye-11072024_sx8arplan.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000035/skye-20250425proxy.htm,Pass,DEF 14A,2025-04-25,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000035/skye-20250425proxy.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000035/skye-20250425proxy.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1516551/000151655125000035/skye-20250425proxy.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SKYX,SKYX Platforms Corp.,Industrials,0001598981,1.19,171741670.0,913928.75,S-3/A,2025-10-24,12,TBD,2025-10-24 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225019351/forms-3a.htm,Pass,S-3/A,2025-10-24,12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225019351/forms-3a.htm,4.071951,4.07,12846554.0,12846554.0,3154889.0,3154889.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225023186/form10-q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1598981/000164117225023186/form10-q.htm,366.0,3-6q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225023186/form10-q.htm,Pass,True,2025-10-24 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225019351/forms-3a.htm,Pass (Offering),S-3/A; S-3; 424B3,,S-3/A,2025-10-24,12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225019351/forms-3a.htm,2025-10-24 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225019351/forms-3a.htm; 2025-09-26 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315225015762/forms-3.htm; 2025-08-07 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225022602/form424b3.htm; 2025-06-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225014104/forms-3.htm; 2024-11-08 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315224044325/form424b3.htm; 2024-11-01 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000149315224043358/forms-3.htm,2025-05-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225011274/formdef14a.htm,Pass,DEF 14A,2025-05-16,173,https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225011274/formdef14a.htm,2025-05-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225011274/formdef14a.htm,2025-05-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1598981/000164117225011274/formdef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
